Date,PERLIS,KEDAH,PULAU PINANG,PERAK,SELANGOR,NEGERI SEMBILAN,MELAKA,JOHOR,PAHANG,TERENGGANU,KELANTAN,SABAH,SARAWAK,WP KUALA LUMPUR,WP PUTRAJAYA,WP LABUAN,JUMLAH KESELURUHAN,URL
2020-10-28,38,2080,944,490,4360,1516,310,887,392,191,179,13701,846,2991,141,375,29441,https://kpkesihatan.com/2020/10/28/kenyataan-akhbar-kpk-28-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-29,38,2117,957,495,4495,1559,311,897,393,192,179,14053,856,3014,142,392,30090,https://kpkesihatan.com/2020/10/29/kenyataan-akhbar-kpk-29-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-30,38,2122,992,505,4645,1582,311,906,393,192,179,14519,872,3033,143,457,30889,https://kpkesihatan.com/2020/10/30/kenyataan-akhbar-kpk-30-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-31,38,2124,994,511,4700,1607,311,906,394,194,180,15048,881,3044,147,469,31548,https://kpkesihatan.com/2020/10/31/kenyataan-akhbar-kpk-31-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-01,38,2125,1017,516,4925,1615,312,907,394,209,180,15692,892,3048,148,487,32505,https://kpkesihatan.com/2020/11/01/kenyataan-akhbar-kpk-1-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-02,38,2128,1038,519,5054,1631,312,916,395,209,182,16195,906,3070,154,592,33339,https://kpkesihatan.com/2020/11/02/kenyataan-akhbar-kpk-2-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-03,38,2140,1073,522,5179,1702,313,917,395,210,182,16873,927,3092,157,673,34393,https://kpkesihatan.com/2020/11/03/kenyataan-akhbar-kpk-3-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-04,38,2165,1096,528,5410,1746,313,919,395,213,184,17519,936,3101,161,701,35425,https://kpkesihatan.com/2020/11/04/kenyataan-akhbar-kpk-4-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-05,38,2172,1132,534,5590,1836,318,921,395,213,184,18083,942,3118,162,796,36434,https://kpkesihatan.com/2020/11/05/kenyataan-akhbar-kpk-5-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-06,38,2191,1324,552,5754,1881,320,925,395,221,184,19282,960,3136,171,855,38189,https://kpkesihatan.com/2020/11/06/kenyataan-akhbar-kpk-6-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-07,38,2206,1342,589,6001,1949,322,930,395,224,184,19898,985,3164,171,959,39357,https://kpkesihatan.com/2020/11/07/kenyataan-akhbar-kpk-7-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-08,38,2209,1360,596,6149,2053,327,931,395,225,186,20422,987,3175,173,983,40209,https://kpkesihatan.com/2020/11/08/kenyataan-akhbar-kpk-8-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-09,38,2217,1394,647,6287,2313,332,941,395,225,188,20792,991,3197,178,1046,41181,https://kpkesihatan.com/2020/11/09/kenyataan-akhbar-kpk-9-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-10,38,2220,1421,659,6523,2454,332,949,395,225,197,21189,997,3216,181,1054,42050,https://kpkesihatan.com/2020/11/10/kenyataan-akhbar-kpk-10-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-11,40,2237,1447,673,6701,2679,338,959,395,225,198,21448,1011,3237,184,1100,42872,https://kpkesihatan.com/2020/11/11/kenyataan-akhbar-kpk-11-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-12,40,2240,1510,682,6875,2919,346,967,395,225,200,21767,1019,3286,185,1135,43791,https://kpkesihatan.com/2020/11/12/kenyataan-akhbar-kpk-12-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-13,40,2245,1552,695,7239,3002,359,970,395,225,205,22323,1032,3488,186,1139,45095,https://kpkesihatan.com/2020/11/13/kenyataan-akhbar-kpk-13-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-14,40,2255,1586,748,7439,3373,365,985,395,225,210,22714,1036,3501,190,1147,46209,https://kpkesihatan.com/2020/11/14/kenyataan-akhbar-kpk-14-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-15,41,2263,1628,769,7624,3421,367,994,395,225,211,23095,1040,3976,191,1177,47417,https://kpkesihatan.com/2020/11/15/kenyataan-akhbar-kpk-15-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-16,41,2273,1654,885,7775,3511,368,1002,395,229,218,23383,1041,4368,192,1185,48520,https://kpkesihatan.com/2020/11/16/kenyataan-akhbar-kpk-16-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-17,41,2281,1687,932,8046,3578,370,1016,395,230,237,23882,1042,4613,194,1186,49730,https://kpkesihatan.com/2020/11/17/kenyataan-akhbar-kpk-17-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-18,41,2292,1703,948,8187,3609,374,1019,395,230,240,24269,1045,4644,195,1199,50390,https://kpkesihatan.com/2020/11/18/kenyataan-akhbar-kpk-18-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-19,41,2299,1711,996,8594,3641,375,1034,395,230,257,24929,1053,4716,195,1214,51680,https://kpkesihatan.com/2020/11/19/kenyataan-akhbar-kpk-19-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-20,41,2318,1736,1020,8747,3794,377,1043,395,234,264,25441,1055,4762,196,1215,52638,https://kpkesihatan.com/2020/11/20/kenyataan-akhbar-kpk-20-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-21,41,2324,1753,1049,9149,3915,377,1076,395,234,271,25787,1055,4830,196,1227,53679,https://kpkesihatan.com/2020/11/21/kenyataan-akhbar-kpk-21-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-22,42,2340,1768,1104,9752,3944,382,1085,395,234,279,26098,1055,4860,197,1240,54775,https://kpkesihatan.com/2020/11/22/kenyataan-akhbar-kpk-22-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-23,43,2376,1780,1185,10955,3985,382,1100,395,234,288,26387,1055,5056,198,1240,56659,https://kpkesihatan.com/2020/11/23/kenyataan-akhbar-kpk-23-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-24,43,2390,1795,1297,12578,4058,384,1119,395,234,294,26619,1056,5146,198,1241,58847,https://kpkesihatan.com/2020/11/24/kenyataan-akhbar-kpk-24-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-25,43,2414,1809,1377,12693,4376,385,1149,397,235,302,26912,1058,5190,199,1278,59817,https://kpkesihatan.com/2020/11/25/kenyataan-akhbar-kpk-25-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-26,43,2438,1826,1456,12854,4534,385,1209,397,236,330,27238,1062,5249,204,1291,60752,https://kpkesihatan.com/2020/11/26/kenyataan-akhbar-kpk-26-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-27,43,2463,1890,1498,13029,4701,385,1242,400,236,335,27679,1062,5403,204,1291,61861,https://kpkesihatan.com/2020/11/27/kenyataan-akhbar-kpk-27-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-28,43,2480,1982,1665,13295,4742,386,1288,400,236,353,28155,1062,5594,204,1291,63176,https://kpkesihatan.com/2020/11/28/kenyataan-akhbar-kpk-28-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-29,43,2532,2028,1742,13533,4774,387,1325,401,237,359,28445,1062,6087,204,1326,64485,https://kpkesihatan.com/2020/11/29/kenyataan-akhbar-kpk-29-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-11-30,43,2563,2088,1785,13935,4915,387,1379,403,237,360,28771,1064,6206,205,1356,65697,https://kpkesihatan.com/2020/11/30/kenyataan-akhbar-kpk-30-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-01,43,2584,2117,1798,14826,5061,387,1447,403,237,370,29038,1065,6232,205,1356,67169,https://kpkesihatan.com/2020/12/01/kenyataan-akhbar-kpk-1-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-02,43,2610,2177,1832,15075,5123,388,1549,404,237,372,29267,1065,6317,205,1356,68020,https://kpkesihatan.com/2020/12/02/kenyataan-akhbar-kpk-2-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-03,43,2642,2220,1858,15534,5175,390,1627,408,238,381,29577,1066,6366,205,1365,69095,https://kpkesihatan.com/2020/12/03/kenyataan-akhbar-kpk-3-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-04,44,2666,2268,1905,15854,5190,390,1696,423,238,401,29897,1067,6622,207,1368,70236,https://kpkesihatan.com/2020/12/04/kenyataan-akhbar-kpk-4-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-05,44,2696,2312,1944,16075,5200,395,1762,425,238,436,30288,1068,6887,211,1378,71359,https://kpkesihatan.com/2020/12/05/kenyataan-akhbar-kpk-5-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-06,44,2713,2343,2052,16412,5458,398,1887,429,239,438,30538,1068,7065,211,1399,72694,https://kpkesihatan.com/2020/12/06/kenyataan-akhbar-kpk-6-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-07,44,2731,2398,2106,16838,5999,399,1985,430,239,441,30786,1070,7213,211,1404,74294,https://kpkesihatan.com/2020/12/07/kenyataan-akhbar-kpk-7-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-08,44,2741,2416,2135,17255,6022,399,2093,463,239,443,31057,1072,7311,212,1404,75306,https://kpkesihatan.com/2020/12/08/kenyataan-akhbar-kpk-8-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-09,44,2757,2445,2168,17532,6055,401,2193,582,239,460,31260,1072,7440,212,1405,76265,https://kpkesihatan.com/2020/12/09/kenyataan-akhbar-kpk-9-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-10,44,2771,2487,2283,18960,6122,406,2293,627,242,463,31534,1073,7576,213,1405,78499,https://kpkesihatan.com/2020/12/10/kenyataan-akhbar-kpk-9-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia-2/
2020-12-11,44,2793,2521,2295,19789,6186,411,2362,723,244,465,32066,1074,7708,215,1413,80309,https://kpkesihatan.com/2020/12/11/kenyataan-akhbar-kpk-11-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-12,44,2809,2623,2357,20612,6235,426,2467,802,250,466,32495,1075,7946,215,1424,82246,https://kpkesihatan.com/2020/12/12/kenyataan-akhbar-kpk-12-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-13,45,2822,2649,2462,21047,6264,433,2570,830,262,466,32828,1075,8077,215,1430,83475,https://kpkesihatan.com/2020/12/13/kenyataan-akhbar-kpk-13-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-14,45,2827,2680,2524,21579,6524,434,2615,830,271,468,33111,1075,8201,216,1446,84846,https://kpkesihatan.com/2020/12/14/kenyataan-akhbar-kpk-14-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-15,45,2847,2714,2634,22082,6591,439,2663,838,278,471,33371,1075,8897,216,1457,86618,https://kpkesihatan.com/2020/12/15/kenyataan-akhbar-kpk-15-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-16,45,2856,2783,2669,22563,6651,453,2768,851,279,472,33639,1075,9129,220,1460,87913,https://kpkesihatan.com/2020/12/16/kenyataan-akhbar-kpk-16-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-17,45,2865,2863,2710,22931,6684,551,2835,855,281,482,33823,1084,9426,222,1476,89133,https://kpkesihatan.com/2020/12/17/kenyataan-akhbar-kpk-17-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-18,45,2869,2900,2775,23623,6858,691,2912,861,285,483,34083,1085,9623,228,1495,90816,https://kpkesihatan.com/2020/12/18/kenyataan-akhbar-kpk-18-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-19,45,2882,2930,2857,24024,6876,694,2987,877,285,493,34282,1087,9904,232,1514,91969,https://kpkesihatan.com/2020/12/19/kenyataan-akhbar-kpk-19-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-20,45,2888,2960,2867,24465,7045,695,3143,889,287,494,34478,1090,10188,234,1541,93309,https://kpkesihatan.com/2020/12/20/kenyataan-akhbar-kpk-20-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-21,45,2891,2978,2888,25669,7103,704,3421,901,288,500,34725,1090,10315,239,1570,95327,https://kpkesihatan.com/2020/12/21/kenyataan-akhbar-kpk-21-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-22,45,2896,3001,2905,26683,7160,713,3588,907,288,504,34977,1090,10819,241,1572,97389,https://kpkesihatan.com/2020/12/22/kenyataan-akhbar-kpk-22-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-23,45,2910,3044,2913,27218,7191,837,3706,952,289,508,35166,1094,11045,245,1574,98737,https://kpkesihatan.com/2020/12/23/kenyataan-akhbar-kpk-23-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-24,45,2914,3081,2939,27709,7335,913,3821,964,296,517,35415,1096,11424,249,1600,100318,https://kpkesihatan.com/2020/12/24/kenyataan-akhbar-kpk-24-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-25,45,2914,3106,2994,28170,7424,927,4026,975,296,521,35640,1099,11564,256,1608,101565,https://kpkesihatan.com/2020/12/25/kenyataan-akhbar-kpk-25-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-26,46,2930,3164,3020,28880,7457,932,4438,994,296,575,35888,1105,12292,259,1624,103900,https://kpkesihatan.com/2020/12/26/kenyataan-akhbar-kpk-26-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-27,46,2957,3201,3050,29272,7496,955,4632,1003,301,606,36074,1108,12494,265,1636,105096,https://kpkesihatan.com/2020/12/27/kenyataan-akhbar-kpk-27-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-28,46,2969,3270,3097,29969,7656,969,4823,1014,304,634,36231,1110,12690,274,1636,106690,https://kpkesihatan.com/2020/12/28/kenyataan-akhbar-kpk-28-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-29,46,2977,3327,3114,30716,7716,978,4933,1302,306,665,36461,1114,13048,276,1636,108615,https://kpkesihatan.com/2020/12/29/kenyataan-akhbar-kpk-29-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-30,46,3000,3396,3162,31188,7750,986,5540,1350,308,721,36741,1115,13267,277,1638,110485,https://kpkesihatan.com/2020/12/30/kenyataan-akhbar-kpk-30-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-12-31,46,3024,3488,3195,32393,7828,1225,5734,1365,325,758,37040,1117,13489,282,1701,113010,https://kpkesihatan.com/2020/12/31/kenyataan-akhbar-kpk-31-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-01,46,3044,3714,3246,33169,7879,1248,5846,1381,339,811,37294,1125,13946,286,1704,115078,https://kpkesihatan.com/2021/01/01/kenyataan-akhbar-kpk-1-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-02,46,3091,4002,3258,33807,8010,1343,6426,1410,355,837,37553,1130,14102,298,1705,117373,https://kpkesihatan.com/2021/01/02/kenyataan-akhbar-kpk-2-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-03,46,3144,4105,3333,34480,8082,1349,6605,1431,359,884,37869,1140,14214,315,1721,119077,https://kpkesihatan.com/2021/01/03/kenyataan-akhbar-kpk-3-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-04,47,3189,4160,3367,35167,8138,1383,6900,1443,363,934,38172,1148,14364,321,1722,120818,https://kpkesihatan.com/2021/01/04/kenyataan-akhbar-kpk-4-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-05,47,3236,4220,3392,35676,8236,1404,7328,1468,376,976,38555,1161,14677,334,1759,122845,https://kpkesihatan.com/2021/01/05/kenyataan-akhbar-kpk-5-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-06,47,3278,4297,3426,36641,8361,1417,7899,1479,395,1019,38960,1166,14942,343,1768,125438,https://kpkesihatan.com/2021/01/06/kenyataan-akhbar-kpk-6-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-07,47,3308,4408,3485,37347,8424,1428,9002,1504,405,1085,39453,1180,15641,360,1771,128465,https://kpkesihatan.com/2021/01/07/kenyataan-akhbar-kpk-7-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-08,50,3415,4483,3565,38433,8512,1498,9300,1532,439,1134,39854,1196,15540,380,1777,131108,https://kpkesihatan.com/2021/01/08/kenyataan-akhbar-kpk-8-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-09,58,3480,4756,3607,38997,8863,1548,9602,1568,455,1195,40263,1251,15738,397,1781,133559,https://kpkesihatan.com/2021/01/09/kenyataan-akhbar-kpk-9-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-10,63,3551,4945,3687,39727,9007,1583,9923,1609,484,1298,40666,1275,15969,407,1798,135992,https://kpkesihatan.com/2021/01/10/kenyataan-akhbar-kpk-10-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-11,66,3591,5057,3738,40284,9109,1620,10319,1655,525,1393,41040,1428,16173,420,1806,138224,https://kpkesihatan.com/2021/01/11/kenyataan-akhbar-kpk-11-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-12,66,3653,5374,3979,41291,9194,1641,10761,1751,545,1479,41449,1574,16499,456,1821,141533,https://kpkesihatan.com/2021/01/12/kenyataan-akhbar-kpk-12-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-13,67,3750,5479,4040,42128,9300,1713,11296,1894,572,1564,41899,1740,16788,467,1821,144518,https://kpkesihatan.com/2021/01/13/kenyataan-akhbar-kpk-13-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-14,71,3836,5713,4132,43164,9469,1798,11756,2007,661,1649,42288,1920,17045,491,1855,147855,https://kpkesihatan.com/2021/01/14/kenyataan-akhbar-kpk-14-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-15,71,3978,5907,4206,44053,9539,1856,12291,2077,753,1728,42802,1980,17446,515,1864,151066,https://kpkesihatan.com/2021/01/15/kenyataan-akhbar-kpk-15-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-16,85,4173,6027,4260,45519,9753,1900,13010,2142,833,1869,43251,2049,17793,550,1881,155095,https://kpkesihatan.com/2021/01/16/kenyataan-akhbar-kpk-16-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-17,98,4269,6147,4367,46833,9989,1960,13372,2203,855,1983,43644,2111,18127,573,1903,158434,https://kpkesihatan.com/2021/01/17/kenyataan-akhbar-kpk-17-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-18,114,4411,6292,4481,48046,10115,2116,13701,2287,875,2133,44076,2211,18377,588,1917,161740,https://kpkesihatan.com/2021/01/18/kenyataan-akhbar-kpk-18-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-19,117,4525,6416,4616,49245,10254,2238,14069,2318,908,2266,44602,2367,18898,614,1918,165371,https://kpkesihatan.com/2021/01/19/kenyataan-akhbar-kpk-19-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-20,120,4667,6540,4786,50636,10430,2370,14539,2370,989,2387,45008,2570,19411,637,1919,169379,https://kpkesihatan.com/2021/01/20/kenyataan-akhbar-kpk-20-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-21,128,4823,6711,5031,51181,10532,2476,14962,2418,1046,2522,45409,2702,19987,670,1951,172549,https://kpkesihatan.com/2021/01/21/kenyataan-akhbar-kpk-21-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-22,141,4989,6913,5169,51963,10729,2558,15428,2479,1224,2683,45862,2931,20422,709,1980,176180,https://kpkesihatan.com/2021/01/22/kenyataan-akhbar-kpk-22-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-23,148,5094,7075,5377,53384,10837,2836,15853,2554,1355,2761,46360,3124,20970,744,1983,180455,https://kpkesihatan.com/2021/01/23/kenyataan-akhbar-kpk-23-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-24,151,5179,7165,5423,54334,10997,2988,16231,2617,1534,2838,46791,3379,21360,782,2032,183801,https://kpkesihatan.com/2021/01/24/kenyataan-akhbar-kpk-24-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-25,154,5253,7275,5526,55369,11092,3078,16760,2663,1613,2927,47139,3499,21665,804,2032,186849,https://kpkesihatan.com/2021/01/25/kenyataan-akhbar-kpk-25-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-26,156,5341,7379,5584,56664,11221,3170,17276,2678,1689,3003,47442,3704,22275,819,2033,190434,https://kpkesihatan.com/2021/01/26/kenyataan-akhbar-kpk-26-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-27,159,5417,7480,5765,57486,11333,3233,18345,2720,1757,3063,47737,3774,22973,838,2034,194114,https://kpkesihatan.com/2021/01/27/kenyataan-akhbar-kpk-27-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-28,168,5509,7579,5859,59063,11381,3306,19062,2792,1837,3100,48019,3945,23651,848,2089,198208,https://kpkesihatan.com/2021/01/28/kenyataan-akhbar-kpk-28-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-29,171,5634,7678,5932,62189,11450,3380,19746,2859,1974,3193,48307,4124,24338,864,2094,203933,https://kpkesihatan.com/2021/01/29/kenyataan-akhbar-kpk-29-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-30,171,5733,7779,6044,65474,11608,3422,20538,2910,2059,3221,48570,4315,24818,876,2123,209661,https://kpkesihatan.com/2021/01/30/kenyataan-akhbar-kpk-30-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-01-31,176,5786,7848,6107,67934,11650,3575,21558,2984,2142,3251,48868,4450,25601,882,2147,214959,https://kpkesihatan.com/2021/01/31/kenyataan-akhbar-kpk-31-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-01,176,5833,7967,6300,69296,11741,3660,22626,3038,2180,3308,49144,4555,26303,892,2154,219173,https://kpkesihatan.com/2021/02/01/kenyataan-akhbar-kpk-1-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-02,177,5892,8052,6384,70441,11820,3722,23334,3101,2295,3339,49420,4676,26922,898,2155,222628,https://kpkesihatan.com/2021/02/02/kenyataan-akhbar-kpk-2-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-03,177,6016,8174,6490,72013,11953,3775,24298,3167,2350,3404,49610,4824,27573,912,2176,226912,https://kpkesihatan.com/2021/02/03/kenyataan-akhbar-kpk-3-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-04,177,6067,8331,6653,74069,12053,4013,24962,3245,2419,3452,49785,5094,28054,932,2177,231483,https://kpkesihatan.com/2021/02/04/kenyataan-akhbar-kpk-4-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-05,178,6158,8480,6745,75297,12169,4154,25560,3296,2503,3510,49981,5272,28449,938,2184,234874,https://kpkesihatan.com/2021/02/05/kenyataan-akhbar-kpk-5-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2021-02-06,182,6222,8691,6781,76778,12302,4483,26145,3344,2559,3572,50214,5457,28851,946,2194,238721,https://kpkesihatan.com/2021/02/06/kenyataan-akhbar-kpk-6-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
